gender1,age1,education_level1,profession1,experience1,income1,R1,R2,R3,R4,R5,JA1,JA2,JA3,JA4,JA5,JA6,JSE1,JSE2,JSE3,JSE4,JE1,JE2,JE3,JE4,JE5,JS1,JS2,JS3,JS4,JS5,JS6,JS7,JS8,JS9,JS10,JS11,JS12,ER1,ER2,ER3,ER4,ER5,gender,age,education_level,profession,experience,income
1,2,2,4,2,2,4,4,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,4,2,2,3,4,4,4,4,3,4,3,4,3,4,3,3,2,3,4,4,male,26 to 30,undergraduate,dentist,1-5 years,20000-40000
2,2,1,1,1,1,1,4,3,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,female,26 to 30,intermediate,nurse,less than 1 year,0-20000
1,1,2,5,1,1,2,4,2,4,5,3,4,4,2,4,3,2,4,1,3,3,3,4,5,5,3,4,3,4,5,4,2,4,3,3,4,3,3,4,4,3,1,male,below 25,undergraduate,pharmacist,less than 1 year,0-20000
1,1,2,2,2,2,2,4,4,5,4,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,3,2,male,below 25,undergraduate,HA,1-5 years,20000-40000
2,1,2,2,2,2,2,2,3,2,5,3,4,3,2,2,2,1,2,3,3,1,2,3,2,2,2,3,2,1,2,3,2,1,2,1,2,3,4,4,3,3,2,female,below 25,undergraduate,HA,1-5 years,20000-40000
1,2,2,2,2,2,3,4,4,2,2,3,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,male,26 to 30,undergraduate,HA,1-5 years,20000-40000
1,1,2,2,1,1,1,2,3,2,3,3,2,4,3,2,3,5,4,3,2,2,2,2,3,3,5,4,4,3,1,2,3,1,2,3,4,3,2,3,3,2,1,male,below 25,undergraduate,HA,less than 1 year,0-20000
2,1,2,1,2,2,4,4,3,3,2,3,3,3,4,3,4,4,4,3,4,4,4,3,2,2,4,3,4,4,5,3,3,4,5,4,4,4,3,4,4,4,4,female,below 25,undergraduate,nurse,1-5 years,20000-40000
2,1,2,2,1,1,2,4,4,2,3,3,2,4,2,4,4,4,4,2,4,4,5,4,4,4,3,4,4,5,3,5,4,3,3,3,4,5,3,2,3,3,3,female,below 25,undergraduate,HA,less than 1 year,0-20000
2,1,2,2,1,1,2,4,4,2,2,2,3,4,2,3,4,4,4,2,4,4,4,4,2,2,3,4,2,4,2,2,4,4,4,4,2,4,4,2,3,2,3,female,below 25,undergraduate,HA,less than 1 year,0-20000
1,2,2,3,1,2,4,4,4,4,3,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,4,3,4,4,4,4,4,4,2,4,4,male,26 to 30,undergraduate,doctor,less than 1 year,20000-40000
2,2,2,7,2,2,4,4,4,4,2,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,5,5,2,3,3,3,4,3,4,3,4,4,4,3,3,4,3,female,26 to 30,undergraduate,pathologist,1-5 years,20000-40000
1,1,2,2,1,1,3,4,5,5,3,3,5,5,5,5,5,2,4,5,5,3,4,2,3,3,3,3,3,1,3,1,1,2,2,3,2,3,5,5,2,5,5,male,below 25,undergraduate,HA,less than 1 year,0-20000
2,2,1,2,2,2,3,3,4,4,5,3,4,4,4,4,5,3,3,4,4,2,3,2,3,3,3,4,3,3,3,3,4,3,2,4,3,2,3,4,3,2,4,female,26 to 30,intermediate,HA,1-5 years,20000-40000
2,1,1,1,1,1,2,4,3,2,3,4,2,4,4,4,4,4,4,5,5,3,4,5,4,4,4,3,4,2,4,2,4,3,4,3,4,4,5,5,4,4,3,female,below 25,intermediate,nurse,less than 1 year,0-20000
2,2,2,1,2,2,2,3,4,4,4,4,2,3,3,3,5,4,3,5,4,2,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,female,26 to 30,undergraduate,nurse,1-5 years,20000-40000
2,2,2,1,2,2,3,3,2,3,4,1,2,1,3,3,2,1,3,2,3,1,2,2,3,3,1,2,2,1,1,2,1,2,3,1,3,3,3,2,2,4,4,female,26 to 30,undergraduate,nurse,1-5 years,20000-40000
2,2,2,9,2,2,2,5,4,4,5,5,3,5,4,3,5,2,4,5,5,4,3,2,5,5,1,2,3,5,4,5,4,5,4,4,5,4,2,4,5,4,3,female,26 to 30,undergraduate,admin,1-5 years,20000-40000
1,2,2,4,1,2,2,4,4,5,5,2,5,4,3,4,5,4,4,5,5,4,5,3,4,4,3,4,4,3,3,3,4,4,3,4,4,5,4,3,3,3,5,male,26 to 30,undergraduate,dentist,less than 1 year,20000-40000
1,2,3,1,2,3,4,4,4,2,4,3,3,3,4,3,4,4,4,4,4,4,3,4,2,2,3,3,3,2,2,2,4,4,4,3,3,3,4,4,2,4,4,male,26 to 30,postgraduate,nurse,1-5 years,40000-60000
1,2,3,4,4,4,4,4,4,2,4,4,3,3,4,4,4,3,4,3,4,3,4,5,4,4,4,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,4,male,26 to 30,postgraduate,dentist,more than 10 years,60000 and above
1,2,2,2,1,1,3,4,4,2,4,5,4,4,4,3,3,3,4,4,4,3,5,3,4,4,3,4,3,2,2,2,2,4,3,4,3,2,4,4,2,4,4,male,26 to 30,undergraduate,HA,less than 1 year,0-20000
2,3,3,3,3,4,5,5,5,5,5,3,3,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,5,5,4,3,4,4,4,5,4,4,3,female,31 to 35,postgraduate,doctor,5-10 years,60000 and above
2,2,3,1,2,2,4,4,5,5,5,5,4,4,5,3,4,4,5,4,4,4,4,5,2,2,4,4,3,3,5,5,2,5,4,4,2,4,4,5,5,5,5,female,26 to 30,postgraduate,nurse,1-5 years,20000-40000
2,1,3,1,1,2,3,4,4,2,4,5,4,4,4,5,5,2,4,3,2,4,5,3,3,3,2,3,4,1,2,1,2,3,2,4,3,4,4,4,3,4,4,female,below 25,postgraduate,nurse,less than 1 year,20000-40000
1,1,2,3,1,3,2,4,4,2,4,3,2,2,4,4,4,3,3,4,3,4,3,4,3,3,3,3,2,4,4,3,2,4,4,2,2,4,4,3,2,4,4,male,below 25,undergraduate,doctor,less than 1 year,40000-60000
2,1,2,1,2,2,3,4,4,2,3,5,3,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,female,below 25,undergraduate,nurse,1-5 years,20000-40000
1,2,2,3,3,4,3,4,4,2,4,3,2,2,4,4,4,5,3,4,1,4,3,4,4,4,4,4,3,4,4,4,2,4,4,3,2,4,4,4,3,4,4,male,26 to 30,undergraduate,doctor,5-10 years,60000 and above
2,2,2,2,2,2,2,3,4,3,3,4,2,2,4,5,5,2,4,5,4,3,3,2,3,3,2,3,3,3,2,2,1,2,1,1,2,2,3,4,4,5,5,female,26 to 30,undergraduate,HA,1-5 years,20000-40000
2,2,2,3,2,3,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,3,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,female,26 to 30,undergraduate,doctor,1-5 years,40000-60000
1,3,2,11,2,3,4,3,5,4,3,5,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,5,4,5,3,5,2,3,3,4,3,4,4,4,4,male,31 to 35,undergraduate,lab technician,1-5 years,40000-60000
1,2,2,11,3,4,3,3,3,2,3,2,3,2,3,2,3,2,2,1,3,3,1,2,3,3,1,1,1,2,2,2,2,2,2,4,2,2,2,2,3,3,3,male,26 to 30,undergraduate,lab technician,5-10 years,60000 and above
1,2,2,3,2,2,2,4,5,4,4,3,4,5,5,5,5,1,5,5,5,4,4,3,3,3,3,4,3,5,5,5,2,4,4,3,4,4,4,5,4,5,5,male,26 to 30,undergraduate,doctor,1-5 years,20000-40000
1,1,2,3,3,2,3,5,5,5,5,5,4,5,4,5,5,4,4,5,5,4,4,3,3,3,4,3,4,4,4,5,1,2,3,3,3,2,5,4,4,4,4,male,below 25,undergraduate,doctor,5-10 years,20000-40000
2,2,2,1,1,2,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,3,5,5,4,4,4,3,3,3,5,3,3,4,3,4,5,4,5,5,5,5,5,female,26 to 30,undergraduate,nurse,less than 1 year,20000-40000
2,2,3,11,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,female,26 to 30,postgraduate,lab technician,1-5 years,20000-40000
2,2,3,1,1,2,2,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,5,2,2,2,3,2,2,2,2,2,2,3,2,3,2,3,4,4,4,5,5,female,26 to 30,postgraduate,nurse,less than 1 year,20000-40000
1,2,2,1,3,2,3,2,5,3,4,4,5,3,4,4,4,3,4,5,5,3,3,4,3,3,4,3,4,3,3,4,3,4,4,3,3,3,3,4,4,4,4,male,26 to 30,undergraduate,nurse,5-10 years,20000-40000
2,2,2,4,1,2,2,5,4,5,5,5,3,4,5,3,5,4,4,5,5,3,5,4,4,4,4,3,3,4,3,3,2,3,3,3,3,4,3,5,4,5,3,female,26 to 30,undergraduate,dentist,less than 1 year,20000-40000
1,1,2,11,2,1,2,4,3,2,2,5,5,5,4,3,3,4,3,5,5,5,5,3,5,5,4,4,4,2,2,1,3,4,3,2,3,3,4,4,5,3,4,male,below 25,undergraduate,lab technician,1-5 years,0-20000
1,1,2,3,1,2,2,4,3,2,2,4,3,3,3,5,5,2,3,4,4,4,5,5,3,3,4,4,3,3,5,2,4,4,3,2,1,3,3,3,4,4,3,male,below 25,undergraduate,doctor,less than 1 year,20000-40000
2,1,2,1,2,2,2,4,5,2,2,3,2,4,3,3,4,3,3,4,4,4,4,3,4,4,3,4,4,3,3,4,2,3,3,3,3,4,4,5,5,4,2,female,below 25,undergraduate,nurse,1-5 years,20000-40000
2,2,3,1,2,3,2,4,4,4,5,4,3,4,4,4,1,2,2,4,4,3,3,3,3,3,2,2,2,4,2,2,1,1,1,3,3,3,4,4,4,5,5,female,26 to 30,postgraduate,nurse,1-5 years,40000-60000
2,2,2,1,2,3,3,3,4,3,3,4,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,1,2,1,3,1,3,3,3,4,4,4,female,26 to 30,undergraduate,nurse,1-5 years,40000-60000
2,2,3,1,2,2,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,female,26 to 30,postgraduate,nurse,1-5 years,20000-40000
2,1,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,female,below 25,undergraduate,nurse,1-5 years,20000-40000
2,1,2,1,2,1,2,3,5,2,4,5,5,5,4,5,5,3,4,5,5,4,2,4,5,5,5,5,5,2,2,2,3,3,3,3,4,4,5,5,3,4,4,female,below 25,undergraduate,nurse,1-5 years,0-20000
1,2,2,3,1,3,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,2,4,3,2,4,4,4,4,4,3,4,4,4,4,2,4,4,male,26 to 30,undergraduate,doctor,less than 1 year,40000-60000
2,2,2,7,2,3,4,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4,2,4,3,3,5,4,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,female,26 to 30,undergraduate,pathologist,1-5 years,40000-60000
1,1,2,7,1,2,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,male,below 25,undergraduate,pathologist,less than 1 year,20000-40000
2,2,2,1,2,2,2,5,4,5,5,4,5,3,4,4,4,3,3,5,4,4,5,4,5,5,4,4,1,2,3,3,2,4,3,3,3,3,4,4,4,4,4,female,26 to 30,undergraduate,nurse,1-5 years,20000-40000
2,2,2,1,2,2,1,2,1,2,2,4,5,4,5,4,5,5,4,5,4,5,3,5,4,4,3,4,2,5,5,5,4,5,4,5,4,5,5,4,5,5,4,female,26 to 30,undergraduate,nurse,1-5 years,20000-40000
2,2,2,7,1,1,5,4,5,4,5,5,4,5,5,5,5,4,5,4,5,5,3,5,4,4,5,4,3,5,5,5,5,4,5,5,4,5,4,3,5,4,5,female,26 to 30,undergraduate,pathologist,less than 1 year,0-20000
2,2,2,7,4,4,2,5,5,5,5,5,5,4,4,5,5,2,3,3,4,3,3,3,3,3,3,3,4,2,3,3,2,3,3,3,3,4,2,2,5,4,5,female,26 to 30,undergraduate,pathologist,more than 10 years,60000 and above
2,2,2,1,2,2,1,3,4,4,3,4,4,3,2,2,3,1,2,3,3,2,4,2,2,2,1,2,1,3,2,3,1,3,2,3,2,3,4,4,4,4,4,female,26 to 30,undergraduate,nurse,1-5 years,20000-40000
1,2,2,3,3,4,2,5,3,4,4,2,4,4,4,2,3,2,4,4,4,3,4,2,2,2,3,2,2,4,3,4,2,3,2,4,3,2,4,4,4,4,4,male,26 to 30,undergraduate,doctor,5-10 years,60000 and above
2,2,2,3,1,3,1,5,5,5,4,5,5,5,5,5,5,2,4,5,5,3,5,2,3,3,4,4,3,4,4,4,2,3,3,4,2,4,5,5,5,5,5,female,26 to 30,undergraduate,doctor,less than 1 year,40000-60000
1,2,2,3,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,male,26 to 30,undergraduate,doctor,more than 10 years,60000 and above
1,3,3,3,3,4,3,1,1,1,2,1,3,1,1,2,1,3,3,2,2,2,1,1,1,1,1,2,1,1,3,1,2,4,4,4,4,4,5,4,3,4,3,male,31 to 35,postgraduate,doctor,5-10 years,60000 and above
2,2,2,1,2,2,3,4,4,4,3,3,5,3,3,3,3,4,5,4,4,4,4,4,4,4,3,4,5,2,3,3,3,3,3,2,3,3,3,3,2,4,4,female,26 to 30,undergraduate,nurse,1-5 years,20000-40000
2,1,1,1,2,1,3,4,4,4,3,3,4,4,3,2,4,4,4,5,1,4,4,4,3,3,3,4,3,2,3,2,2,5,4,4,4,4,4,4,4,4,4,female,below 25,intermediate,nurse,1-5 years,0-20000
2,2,2,1,2,2,2,4,3,3,2,3,4,1,3,3,1,4,3,4,4,2,4,3,3,3,2,2,2,3,3,2,3,5,4,2,2,4,4,5,5,4,5,female,26 to 30,undergraduate,nurse,1-5 years,20000-40000
1,1,2,11,1,2,1,2,4,4,4,4,3,5,4,2,4,3,4,4,4,3,3,3,4,4,3,4,2,4,4,5,5,4,5,4,3,3,4,3,3,4,4,male,below 25,undergraduate,lab technician,less than 1 year,20000-40000
1,2,2,11,2,2,3,4,4,4,3,4,5,5,4,5,3,4,4,5,5,4,2,4,5,5,4,5,4,5,5,5,3,5,4,4,5,4,3,5,4,4,5,male,26 to 30,undergraduate,lab technician,1-5 years,20000-40000
1,2,2,3,1,3,4,5,5,5,5,4,4,4,2,4,3,4,4,5,5,4,4,3,4,4,3,4,4,4,5,3,4,5,3,4,1,4,4,4,4,4,4,male,26 to 30,undergraduate,doctor,less than 1 year,40000-60000
2,2,2,1,2,2,2,3,3,3,5,4,4,5,3,3,4,2,5,4,5,3,5,4,5,5,5,4,3,3,3,3,4,4,3,3,3,4,5,5,5,4,5,female,26 to 30,undergraduate,nurse,1-5 years,20000-40000
2,2,2,6,2,2,2,4,4,5,3,3,4,4,4,2,4,2,2,3,3,3,3,2,3,3,4,4,3,1,3,4,3,5,4,3,3,3,4,4,4,3,4,female,26 to 30,undergraduate,radiologist,1-5 years,20000-40000
2,2,3,7,2,2,3,4,5,5,5,4,5,5,4,4,3,5,4,3,5,5,4,2,3,3,4,4,5,5,4,4,3,4,4,4,3,5,5,4,4,4,3,female,26 to 30,postgraduate,pathologist,1-5 years,20000-40000
1,2,3,7,3,4,3,4,4,4,3,5,5,5,5,2,5,5,5,5,5,5,3,5,5,5,5,5,2,5,5,5,4,4,4,4,4,4,5,5,5,5,5,male,26 to 30,postgraduate,pathologist,5-10 years,60000 and above
2,2,2,7,2,2,4,5,5,5,5,3,4,3,4,4,4,4,4,3,3,5,2,4,5,5,4,3,3,3,4,4,4,3,4,3,4,3,4,4,4,4,4,female,26 to 30,undergraduate,pathologist,1-5 years,20000-40000
2,2,2,1,2,2,3,3,3,4,3,4,5,5,5,5,5,3,5,5,5,4,3,3,4,4,4,4,2,2,4,2,3,3,4,4,2,4,5,5,5,5,5,female,26 to 30,undergraduate,nurse,1-5 years,20000-40000
1,2,2,3,2,2,3,5,4,5,4,3,2,3,2,2,3,2,2,3,1,2,3,2,3,3,3,3,2,2,2,2,3,2,3,3,2,3,3,2,3,2,3,male,26 to 30,undergraduate,doctor,1-5 years,20000-40000
2,2,2,1,2,1,2,3,2,3,2,4,4,5,4,2,4,4,4,4,5,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,female,26 to 30,undergraduate,nurse,1-5 years,0-20000
1,2,2,1,2,2,2,4,5,4,4,5,5,4,4,2,5,3,4,4,4,4,5,5,5,5,5,5,5,3,3,5,2,3,2,3,4,4,5,5,4,4,4,male,26 to 30,undergraduate,nurse,1-5 years,20000-40000
2,2,2,1,2,2,2,5,5,5,5,5,5,5,4,2,3,1,3,4,4,3,3,2,2,2,3,3,2,3,3,2,1,2,2,2,2,2,4,4,4,4,3,female,26 to 30,undergraduate,nurse,1-5 years,20000-40000
2,2,2,5,2,2,1,4,4,5,3,5,5,5,5,4,5,2,3,4,5,4,5,4,4,4,4,2,3,4,4,3,3,4,4,4,4,3,4,3,4,4,4,female,26 to 30,undergraduate,pharmacist,1-5 years,20000-40000
1,2,2,9,2,3,2,5,5,5,5,3,3,4,4,2,4,3,3,3,3,3,3,2,3,3,4,3,3,2,3,3,3,4,3,3,2,4,4,2,4,4,4,male,26 to 30,undergraduate,admin,1-5 years,40000-60000
2,1,2,1,1,1,2,4,4,4,5,4,4,2,4,4,4,3,4,5,4,3,4,2,3,3,2,2,2,3,3,3,2,4,3,3,2,1,5,5,5,5,5,female,below 25,undergraduate,nurse,less than 1 year,0-20000
2,2,2,1,1,1,1,5,5,5,4,4,5,3,3,2,4,4,3,4,4,5,5,4,5,5,5,4,4,2,3,3,3,4,4,3,3,4,4,3,4,4,5,female,26 to 30,undergraduate,nurse,less than 1 year,0-20000
2,2,2,5,2,2,3,4,5,4,3,5,5,5,4,4,5,2,4,4,4,3,4,3,3,3,4,3,3,3,3,2,2,4,3,3,4,3,3,4,4,4,4,female,26 to 30,undergraduate,pharmacist,1-5 years,20000-40000
2,2,2,1,2,2,3,4,4,4,4,5,4,5,5,2,5,2,3,4,3,4,5,3,4,4,4,3,3,4,4,5,3,4,4,3,4,4,5,5,4,5,5,female,26 to 30,undergraduate,nurse,1-5 years,20000-40000
1,2,2,2,2,2,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,3,4,5,5,4,5,4,4,4,4,4,4,4,5,5,male,26 to 30,undergraduate,HA,1-5 years,20000-40000
2,2,2,1,2,1,2,4,5,5,5,3,5,5,4,3,5,4,4,4,4,4,5,5,5,5,5,4,4,5,4,3,4,5,3,4,4,3,4,5,5,5,5,female,26 to 30,undergraduate,nurse,1-5 years,0-20000
1,1,2,5,1,1,2,2,3,4,2,4,3,4,2,3,3,4,3,4,3,3,5,3,4,4,4,3,2,4,3,2,2,3,4,4,4,3,2,4,3,2,4,male,below 25,undergraduate,pharmacist,less than 1 year,0-20000
2,2,3,1,2,3,3,4,4,3,4,4,4,4,4,3,3,3,4,4,4,3,3,3,4,4,3,4,3,3,3,3,3,5,3,4,3,2,4,4,4,4,3,female,26 to 30,postgraduate,nurse,1-5 years,40000-60000
1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,5,4,4,4,4,3,4,2,2,4,4,4,4,4,4,1,5,4,4,4,4,4,5,4,5,4,male,36 and above,postgraduate,doctor,more than 10 years,60000 and above
2,2,3,7,3,4,5,4,4,5,5,4,5,4,5,3,3,4,4,4,4,5,4,5,4,4,5,4,3,4,4,4,2,4,4,5,4,5,4,5,4,5,4,female,26 to 30,postgraduate,pathologist,5-10 years,60000 and above
1,1,2,1,1,1,5,5,5,5,5,3,4,4,4,2,2,4,3,3,3,3,2,4,4,4,2,2,2,3,3,3,3,4,3,3,3,3,4,4,4,4,3,male,below 25,undergraduate,nurse,less than 1 year,0-20000
2,1,2,1,1,1,2,4,4,4,4,4,3,3,3,3,3,2,3,4,3,2,5,4,2,2,2,2,2,2,2,2,4,5,4,1,2,1,5,5,5,5,5,female,below 25,undergraduate,nurse,less than 1 year,0-20000
1,2,3,4,4,4,3,5,5,5,4,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,5,3,4,3,4,4,5,3,4,2,4,4,4,4,4,4,male,26 to 30,postgraduate,dentist,more than 10 years,60000 and above
1,2,3,4,4,4,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,4,5,5,5,5,4,3,3,4,5,3,4,5,3,4,4,4,5,5,5,5,5,male,26 to 30,postgraduate,dentist,more than 10 years,60000 and above
2,4,3,8,3,4,5,4,5,4,5,3,2,2,4,2,5,4,4,5,5,4,5,5,3,3,3,4,4,5,5,5,1,5,5,5,4,5,5,5,5,5,5,female,36 and above,postgraduate,councelor,5-10 years,60000 and above
1,3,3,3,3,4,5,5,5,4,2,4,3,3,4,4,4,3,4,4,4,3,5,3,4,4,3,4,3,3,3,3,3,5,3,4,3,3,4,4,4,4,4,male,31 to 35,postgraduate,doctor,5-10 years,60000 and above
2,1,2,1,1,2,3,4,4,4,3,4,3,3,4,2,2,3,4,4,4,3,5,3,4,4,3,4,3,2,2,2,2,5,3,4,3,2,4,4,4,4,4,female,below 25,undergraduate,nurse,less than 1 year,20000-40000
2,2,3,3,2,3,3,4,4,4,2,4,3,3,4,4,4,3,4,4,4,3,3,3,2,2,3,4,3,3,3,3,3,4,3,4,3,2,4,3,4,4,4,female,26 to 30,postgraduate,doctor,1-5 years,40000-60000
2,1,1,1,1,1,3,4,3,4,3,4,2,4,4,2,2,3,4,4,4,4,2,4,3,3,3,3,3,2,2,2,2,5,3,4,3,2,4,2,4,4,3,female,below 25,intermediate,nurse,less than 1 year,0-20000
1,2,2,4,2,3,3,4,3,4,2,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3,4,3,4,4,4,2,4,3,4,2,2,4,3,4,4,4,male,26 to 30,undergraduate,dentist,1-5 years,40000-60000
